,food_id,food_name,flavor_group,orig_content,normalized
2845,913,Italian sweet red pepper,floral,2078.0,0.34916
2851,914,Yellow wax bean,floral,5383.9221176599995,0.3446
2857,915,Green bean,floral,2199.06961765,0.34941
2862,916,Saskatoon berry,floral,59.3,0.41908
2866,917,Nanking cherry,floral,103.7,0.35919
2871,918,Japanese pumpkin,floral,16297.1,0.40754
2877,919,White cabbage,floral,1034.381428569,0.21889
2882,920,Romaine lettuce,floral,438.7,0.27266
2888,921,"Cow milk, pasteurized, vitamin A + D added, 0% fat",floral,288.0,0.24283
2893,922,"Cow milk, pasteurized, vitamin A + D added, 1% fat",floral,287.0,0.24219000000000002
2898,923,"Cow milk, pasteurized, vitamin A + D added, 2% fat",floral,281.0,0.24183
2903,924,"Cow milk, pasteurized, vitamin D added, 3.25% fat",floral,268.0,0.24165999999999999
2907,930,Rabbiteye blueberry,floral,1.86,1.0
2909,939,Black tea,floral,18.288454533,0.09839
2915,940,Green tea,floral,18.288454533,0.09839
2921,943,Red wine,floral,650.0,0.7429
2926,949,White wine,floral,116.1,0.02975
2930,957,Red tea,floral,7.28,0.96042
2933,985,Sour cream,floral,220.0,0.24553
2938,1019,White bread,floral,11810.0,0.28425
2942,1021,Herbal tea,floral,7.28,0.96042
2945,1023,Taco shell,floral,1200.0,0.26584
